ASMID,SPECIES_IN,STRAIN,BIOPROJECT,NCBI_TAXONID,BUSCO_LINEAGE,PHYLUM,SUBPHYLUM,CLASS,SUBCLASS,ORDER,FAMILY,GENUS,SPECIES,TRANSL_TABLE,LOCUSTAG
GCA_030578855.1_ASM3057885v1,Metschnikowia bowlesiae,NRRL Y-63671 T,PRJNA736342,1699426,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia bowlesiae,1,F4D77EDF
GCA_002374615.1_ASM237461v1,Metschnikowia bowlesiae,UWOPS 04-243x5,PRJNA312754,1699426,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia bowlesiae,1,F28BEEBB
GCA_002370825.1_ASM237082v1,Metschnikowia bowlesiae,UWOPS 12-611.1,PRJNA312754,1699426,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia bowlesiae,1,FEC24418
GCA_002370295.1_ASM237029v1,Metschnikowia bowlesiae,UWOPS 12-619.1,PRJNA312754,1699426,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia bowlesiae,1,FA797F19
GCA_008065185.1_ASM806518v1,Metschnikowia caudata,EBD-CdVSA08-1,PRJNA411829,1506549,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia caudata,1,F3A3D528
GCA_008065175.1_ASM806517v1,Metschnikowia caudata,EBD-CdVSA57-2,PRJNA411829,1506549,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia caudata,1,FB47AA2E
GCA_030564705.1_ASM3056470v1,Metschnikowia caudata,NRRL Y-63722,PRJNA736342,1506549,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia caudata,1,FEA83521
GCA_030578835.1_ASM3057883v1,Metschnikowia cerradonensis,NRRL Y-48067 T,PRJNA736342,390697,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia cerradonensis,1,F6B5FA15
GCA_002370635.1_ASM237063v1,Metschnikowia cerradonensis,UFMG 03-T67.1,PRJNA312754,390697,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia cerradonensis,1,F3CF57E1
GCA_002374395.1_ASM237439v1,Metschnikowia cerradonensis,UFMG 03-T68.1,PRJNA312754,390697,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia cerradonensis,1,FAC983D4
GCA_030582795.1_ASM3058279v1,Metschnikowia chrysomelidarum,NRRL Y-27749,PRJNA736342,271316,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia chrysomelidarum,1,F23ED130
GCA_030674525.1_ASM3067452v1,Metschnikowia chrysoperlae,NRRL Y-27615,PRJNA736342,261276,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia chrysoperlae,1,F2DB0049
GCA_030562555.1_ASM3056255v1,Metschnikowia colocasiae,NRRL Y-27629 T,PRJNA736342,473035,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia colocasiae,1,F6E9A235
GCA_002374465.1_ASM237446v1,Metschnikowia colocasiae,UWOPS 03-134.2,PRJNA312754,473035,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia colocasiae,1,F0D48202
GCA_002370175.1_ASM237017v1,Metschnikowia colocasiae,UWOPS 03-202.1,PRJNA312754,473035,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia colocasiae,1,FA5B0EA5
GCA_030568795.1_ASM3056879v1,Metschnikowia continentalis,NRRL Y-27449 T,PRJNA736342,73517,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia continentalis,1,FCA5F89A
GCA_002370835.1_ASM237083v1,Metschnikowia continentalis,UWOPS 95-402.1,PRJNA312754,73517,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia continentalis,1,FBFE7060
GCA_002374775.1_ASM237477v1,Metschnikowia continentalis,UWOPS 96-173,PRJNA312754,73517,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia continentalis,1,F452AF2F
GCA_030581935.1_ASM3058193v1,Metschnikowia corniflorae,NRRL Y-27750,PRJNA736342,280591,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia corniflorae,1,FFF22321
GCA_002370125.1_ASM237012v1,Metschnikowia cubensis,MUCL 45751,PRJNA312754,1323754,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia cubensis,1,F9217C76
GCA_002374405.1_ASM237440v1,Metschnikowia cubensis,MUCL 45753,PRJNA312754,1323754,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia cubensis,1,FFAC4DB6
GCA_030578915.1_ASM3057891v1,Metschnikowia dekortorum,NRRL Y-27430 T,PRJNA736342,174643,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia dekortorum,1,FBB47CC7
GCA_002374455.1_ASM237445v1,Metschnikowia dekortorum,UWOPS 01-142b3,PRJNA312754,174643,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia dekortorum,1,FFF104AC
GCA_009756545.1_ASM975654v1,Metschnikowia dekortorum,UWOPS 01-522a5,PRJNA312754,174643,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia dekortorum,1,F93BB301
GCA_002370735.1_ASM237073v1,Metschnikowia dekortorum,UWOPS 03-172.2,PRJNA312754,174643,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia dekortorum,1,FB933A27
GCA_002370595.1_ASM237059v1,Metschnikowia drakensbergensis,EBD-CdVSA09-2T,PRJNA312754,1506548,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia drakensbergensis,1,FD231181
GCA_002370475.1_ASM237047v1,Metschnikowia drakensbergensis,EBD-CdVSA10-2A,PRJNA312754,1506548,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia drakensbergensis,1,F1F54269
GCA_030583105.1_ASM3058310v1,Metschnikowia drosophilae,NRRL Y-27458 T,PRJNA736342,135833,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia drosophilae,1,FB3B7E34
GCA_002893735.1_ASM289373v1,Metschnikowia drosophilae,UWOPS83-1135.3,PRJNA411829,135833,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia drosophilae,1,FE589F7D
GCA_002893705.1_ASM289370v1,Metschnikowia drosophilae,UWOPS83-1143.1,PRJNA411829,135833,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia drosophilae,1,F3491ECA
GCA_030561745.1_ASM3056174v1,Metschnikowia gelsemii,NRRL Y-48212,PRJNA736342,407270,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia gelsemii,1,FC4B2CFE
GCA_030563445.1_ASM3056344v1,Metschnikowia gruessii,NRRL Y-17809T,PRJNA736342,45517,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia gruessii,1,F452BA6A
GCA_030568735.1_ASM3056873v1,Metschnikowia hamakuensis,NRRL Y-27834 T,PRJNA736342,301365,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia hamakuensis,1,FCBE6033
GCA_002370815.1_ASM237081v1,Metschnikowia hamakuensis,UWOPS 04-199.1,PRJNA312754,301365,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia hamakuensis,1,FE754C44
GCA_002374595.1_ASM237459v1,Metschnikowia hamakuensis,UWOPS 04-207.1,PRJNA312754,301365,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia hamakuensis,1,F5824C4F
GCA_003708615.1_ASM370861v1,Metschnikowia hawaiiana,NRRL Y-27473,PRJNA429441,197672,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia hawaiiana,1,F60A7831
GCA_002893645.1_ASM289364v1,Metschnikowia hawaiiana,UWOPS91-698.3,PRJNA411829,197672,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia hawaiiana,1,F00EE527
GCA_030562525.1_ASM3056252v1,Metschnikowia hawaiiensis,NRRL Y-17272 T,PRJNA736342,27323,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia hawaiiensis,1,F49FDB83
GCA_002370325.1_ASM237032v1,Metschnikowia hawaiiensis,UWOPS 87-2203.2,PRJNA312754,27323,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia hawaiiensis,1,FE75AA06
GCA_002374695.1_ASM237469v1,Metschnikowia hawaiiensis,UWOPS 91-745.2,PRJNA312754,27323,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia hawaiiensis,1,FEA32EA0
GCA_030674755.1_ASM3067475v1,Metschnikowia henanensis,CBS 12677,PRJNA736342,2201244,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia henanensis,1,F031F108
GCA_030564785.1_ASM3056478v1,Metschnikowia hibisci,NRRL Y-27453 T,PRJNA736342,73520,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia hibisci,1,F3592B0A
GCA_002374725.1_ASM237472v1,Metschnikowia hibisci,UWOPS 95-797.2,PRJNA312754,73520,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia hibisci,1,F5217C41
GCA_002370455.1_ASM237045v1,Metschnikowia hibisci,UWOPS 95-805.1,PRJNA312754,73520,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia hibisci,1,F979B075
GCA_002374535.1_ASM237453v1,Metschnikowia kamakouana,UWOPS 04-112.5,PRJNA312754,301367,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia kamakouana,1,F441AA10
GCA_002370315.1_ASM237031v1,Metschnikowia kamakouana,UWOPS 04-206.1,PRJNA312754,301367,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia kamakouana,1,F51BFB81
GCA_030566465.1_ASM3056646v1,Metschnikowia kipukae,NRRL Y-27474T,PRJNA736342,197673,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia kipukae,1,F8253F39
GCA_002370135.1_ASM237013v1,Metschnikowia kipukae,UWOPS 00-669.2,PRJNA312754,197673,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia kipukae,1,FC7A8507
GCA_030564885.1_ASM3056488v1,Metschnikowia kofuensis,NRRL Y-27226,PRJNA736342,329642,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia kofuensis,1,F08AE595
GCA_030569435.1_ASM3056943v1,Metschnikowia koreensis,CBS 8854,PRJNA736342,164924,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia koreensis,1,F8A1578F
GCA_030561945.1_ASM3056194v1,Metschnikowia krissii,NRRL Y-5389,PRJNA736342,27324,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia krissii,1,FC52F02E
GCA_030583255.1_ASM3058325v1,Metschnikowia kunwiensis,NRRL Y-48698,PRJNA736342,279289,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia kunwiensis,1,F8713274
GCA_030572615.1_ASM3057261v1,Metschnikowia lachancei,NRRL Y-27242,PRJNA736342,189452,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia lachancei,1,F85275EE
GCA_009756645.1_ASM975664v1,Metschnikowia lacustris,UWOPS 12.619.2,PRJNA312754,2654411,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia lacustris,1,FD10AC72
GCA_030563125.1_ASM3056312v1,Metschnikowia laotica,CBS 12961,PRJNA736342,2201245,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia laotica,1,F4B17798
GCA_030566515.1_ASM3056651v1,Metschnikowia lochheadii,NRRL Y-27457 T,PRJNA736342,135832,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia lochheadii,1,FBE8F104
GCA_002374545.1_ASM237454v1,Metschnikowia lochheadii,UWOPS 03-167a3,PRJNA312754,135832,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia lochheadii,1,FCF50435
GCA_002370915.1_ASM237091v1,Metschnikowia lochheadii,UWOPS 99-661.1,PRJNA312754,135832,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia lochheadii,1,F6F6C7C1
GCA_030563105.1_ASM3056310v1,Metschnikowia lopburiensis,CBS 12574,PRJNA736342,1217584,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia lopburiensis,1,F06DC229
GCA_030583235.1_ASM3058323v1,Metschnikowia lunata,NRRL Y-7131,PRJNA736342,27325,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia lunata,1,FA5F3663
GCA_030674615.1_ASM3067461v1,Metschnikowia matae,NRRL Y-63736 T,PRJNA736342,1697385,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia matae,1,FC970977
GCA_030674655.1_ASM3067465v1,Metschnikowia matae,NRRL Y-63737 T,PRJNA736342,1697385,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia matae,1,FBDAC906
GCA_002370655.1_ASM237065v1,Metschnikowia matae var. matae,UFMG-CM-Y391A,PRJNA312754,1697386,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia matae,1,FD0D8CDE
GCA_002374375.1_ASM237437v1,Metschnikowia matae var. matae,UFMG-CM-Y395T,PRJNA312754,1697386,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia matae,1,F2F1D868
GCA_002370695.1_ASM237069v1,Metschnikowia matae var. maris,UFMG-CM-Y397T,PRJNA312754,1697387,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia matae,1,F246FCB4
GCA_002370755.1_ASM237075v1,Metschnikowia mauinuiana,UWOPS 04-110.4,PRJNA312754,301368,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia mauinuiana,1,F2FF4F86
GCA_002374555.1_ASM237455v1,Metschnikowia mauinuiana,UWOPS 04-190.1,PRJNA312754,301368,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia mauinuiana,1,F8A28A84
GCA_030578735.1_ASM3057873v1,Metschnikowia noctiluminum,NRRL Y-27753,PRJNA736342,280590,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia noctiluminum,1,F004F29A
GCA_030674355.1_ASM3067435v1,Metschnikowia orientalis,NRRL Y-27991,PRJNA736342,150224,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia orientalis,1,F1885D8D
GCA_002893685.1_ASM289368v1,Metschnikowia orientalis,UWOPS05-269.1,PRJNA411829,150224,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia orientalis,1,F4101BE3
GCA_002893665.1_ASM289366v1,Metschnikowia orientalis,UWOPS99-745.6,PRJNA411829,150224,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia orientalis,1,FEBEFB78
GCA_030573015.1_ASM3057301v1,Metschnikowia peoriensis,CBS 15345,PRJNA736342,2201247,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia peoriensis,1,F4618EDD
GCA_030556465.1_ASM3055646v1,Metschnikowia picachoensis,NRRL Y-27607,PRJNA736342,261270,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia picachoensis,1,F1F2C624
GCA_030556455.1_ASM3055645v1,Metschnikowia pimensis,NRRL Y-27619,PRJNA736342,261282,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia pimensis,1,FC591ECC
GCA_002370495.1_ASM237049v1,Metschnikowia proteae,EBD-A10Y1,PRJNA312754,1150643,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia proteae,1,F718162A
GCA_002370515.1_ASM237051v1,Metschnikowia proteae,EBD-T1Y1T,PRJNA312754,1150643,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia proteae,1,F0150CA6
GCA_030578875.1_ASM3057887v1,Metschnikowia proteae,NRRL Y-48784 T,PRJNA736342,1150643,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia proteae,1,F24B6AF5
GCA_980651575.1_TUCC00000416,Metschnikowia pulcherrima,,PRJEB108195,27326,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia pulcherrima,1,FCEF9064
GCA_000317355.2_ASM31735v2,Metschnikowia pulcherrima 277,277,PRJNA179032,1200864,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia pulcherrima,1,F05FBBB2
GCA_057552655.1_Mpul_AH550_v1.0,Metschnikowia pulcherrima,AH550,PRJDB39627,27326,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia pulcherrima,1,F789E989
GCA_003017285.1_ASM301728v1,Metschnikowia pulcherrima,AP47,PRJNA361233,27326,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia pulcherrima,1,F7FEA419
GCA_009932455.1_ASM993245v1,Metschnikowia pulcherrima,Bath1,PRJNA389552,27326,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia pulcherrima,1,FC2C04D6
GCA_054858705.1_ASM5485870v1,Metschnikowia pulcherrima,CBS 10357,PRJNA906613,27326,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia pulcherrima,1,F296A86C
GCA_030568715.1_ASM3056871v1,Metschnikowia pulcherrima,CBS 10809T,PRJNA736342,27326,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia pulcherrima,1,F0B3CE6B
GCA_030573075.1_ASM3057307v1,Metschnikowia pulcherrima,CBS 15341,PRJNA736342,27326,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia pulcherrima,1,F4AAC918
GCA_029606385.1_ASM2960638v1,Metschnikowia pulcherrima,DBT012,PRJNA908754,27326,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia pulcherrima,1,F490C5B3
GCA_009746055.1_ASM974605v1,Metschnikowia pulcherrima,FL01,PRJNA549352,27326,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia pulcherrima,1,FD54AB5C
GCA_014905795.1_ASM1490579v1,Metschnikowia pulcherrima,KIOM G15050,PRJNA623702,27326,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia pulcherrima,1,F3151324
GCA_030556695.1_ASM3055669v1,Metschnikowia pulcherrima,NRRL Y-27328,PRJNA736342,27326,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia pulcherrima,1,F22A5BA9
GCA_054858875.1_ASM5485887v1,Metschnikowia pulcherrima,NRRL Y-48695,PRJNA906613,27326,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia pulcherrima,1,FF29D8E8
GCA_030578695.1_ASM3057869v1,Metschnikowia pulcherrima,NRRL Y-48710,PRJNA736342,27326,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia pulcherrima,1,F0760A0D
GCA_030583125.1_ASM3058312v1,Metschnikowia pulcherrima,NRRL Y-48711,PRJNA736342,27326,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia pulcherrima,1,F2AE7753
GCA_030578815.1_ASM3057881v1,Metschnikowia pulcherrima,NRRL Y-48712,PRJNA736342,27326,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia pulcherrima,1,FB524108
GCA_030583425.1_ASM3058342v1,Metschnikowia pulcherrima,NRRL Y-7111,PRJNA736342,27326,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia pulcherrima,1,F2F7A118
GCA_003401635.1_MR1_a14_ref,Metschnikowia reukaufii,MR1,PRJNA336445,27327,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia reukaufii,1,F8CCC2FE
GCA_030556705.1_ASM3055670v1,Metschnikowia reukaufii,NRRL Y-7112,PRJNA736342,27327,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia reukaufii,1,F1811F7C
GCA_030557065.1_ASM3055706v1,Metschnikowia rubicola,CBS 15344,PRJNA736342,2201248,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia rubicola,1,FDFC7EFF
GCA_002370705.1_ASM237070v1,Metschnikowia santaceciliae,UWOPS 01-142b1,PRJNA312754,197674,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia santaceciliae,1,F5CE1615
GCA_002374485.1_ASM237448v1,Metschnikowia santaceciliae,UWOPS 01-517a1,PRJNA312754,197674,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia santaceciliae,1,F74A9879
GCA_030578895.1_ASM3057889v1,Metschnikowia shivogae,NRRL Y-27924T,PRJNA736342,353899,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia shivogae,1,F077ECF3
GCA_002374645.1_ASM237464v1,Metschnikowia shivogae,UWOPS 04-310.1,PRJNA312754,353899,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia shivogae,1,F21FC4FA
GCA_002370275.1_ASM237027v1,Metschnikowia shivogae,UWOPS 07-203.2,PRJNA312754,353899,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia shivogae,1,FEB84B9F
GCA_030578935.1_ASM3057893v1,Metschnikowia similis,NRRL Y-27627 T,PRJNA736342,473037,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia similis,1,F5BBED6C
GCA_002370765.1_ASM237076v1,Metschnikowia similis,UWOPS 03-133.4,PRJNA312754,473037,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia similis,1,F72E0719
GCA_002374475.1_ASM237447v1,Metschnikowia similis,UWOPS 03-158.2,PRJNA312754,473037,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia similis,1,FBACFCD3
GCA_002370645.1_ASM237064v1,Metschnikowia sp. 00-154.1,UWOPS 00-154.1,PRJNA312754,1807683,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia sp. 00-154.1,1,FE3B167F
GCA_002370185.1_ASM237018v1,Metschnikowia sp. 01-655c1,UWOPS 01-655c1,PRJNA312754,1807684,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia sp. 01-655c1,1,F0745745
GCA_002370795.1_ASM237079v1,Metschnikowia sp. 03-147.1,UWOPS 03-147.1,PRJNA312754,1807685,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia sp. 03-147.1,1,F1AF7CD7
GCA_002374635.1_ASM237463v1,Metschnikowia sp. 04-218.3,UWOPS 04-218.3,PRJNA312754,1807686,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia sp. 04-218.3,1,F920CD21
GCA_002370245.1_ASM237024v1,Metschnikowia sp. 04-226.1,UWOPS 04-226.1,PRJNA312754,1807687,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia sp. 04-226.1,1,F02B362C
GCA_002374735.1_ASM237473v1,Metschnikowia sp. 13-106.1,UWOPS 13-106.1,PRJNA312754,1807688,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia sp. 13-106.1,1,F85610EE
GCA_002894445.1_ASM289444v1,Metschnikowia sp. AWRI3582,AWRI3582,PRJNA305659,1769792,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia sp. AWRI3582,1,FFAABB22
GCA_053901225.1_ASM5390122v1,Metschnikowia sp. DMKU-FF11,DMKU-FF11,PRJNA1368407,3475846,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia sp. DMKU-FF11,1,F169C978
