ASMID,SPECIES_IN,STRAIN,BIOPROJECT,NCBI_TAXONID,BUSCO_LINEAGE,PHYLUM,SUBPHYLUM,CLASS,SUBCLASS,ORDER,FAMILY,GENUS,SPECIES,TRANSL_TABLE,LOCUSTAG
GCA_051943065.1_ASM5194306v1,Metschnikowia sp. Fae-6,Fae-6,PRJNA1207704,3375939,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia sp. Fae-6,1,FEBD4CC9
GCA_047655315.1_ASM4765531v1,Metschnikowia sp. Fdp-2,Fdp-2,PRJNA1207702,3392078,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia sp. Fdp-2,1,F534697B
GCA_005406065.1_Metsp_1.0,Metschnikowia sp. JCM 33374,JCM 33374,PRJDB7861,2562755,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia sp. JCM 33374,1,F318BA7B
GCA_002370575.1_ASM237057v1,Metschnikowia sp. M2Y3,EBD-CdV M2Y3,PRJNA312754,1807689,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia sp. M2Y3,1,FFBC8889
GCA_048986655.1_ASM4898665v1,Metschnikowia sp. MCC10123,MCC10123,PRJNA1236919,3410012,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia sp. MCC10123,1,FF701BC7
GCA_051621415.1_ASM5162141v1,Metschnikowia sp. MW2 04A,MW2 04A,PRJNA1240325,3412601,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia sp. MW2 04A,1,F53A6B0E
GCA_057554785.1_JCM35539_assembly01,Metschnikowia sp. TS-2026-1,JCM 35539,PRJDB40527,3696752,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia sp. TS-2026-1,1,F6BC0B11
GCA_057548775.1_JCM36740_assembly01,Metschnikowia sp. TS-2026-1,JCM 36740,PRJDB40527,3696752,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia sp. TS-2026-1,1,F68BE3C5
GCA_057546315.1_JCM36743_assembly01,Metschnikowia sp. TS-2026-1,JCM 36743,PRJDB40527,3696752,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia sp. TS-2026-1,1,F0C7E4B6
GCA_057553035.1_JCM35542_assembly01,Metschnikowia sp. TS-2026-2,JCM 35542,PRJDB40527,3696753,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia sp. TS-2026-2,1,FA854EAA
GCA_057550925.1_JCM35544_assembly01,Metschnikowia sp. TS-2026-2,JCM 35544,PRJDB40527,3696753,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia sp. TS-2026-2,1,F2BC1AB8
GCA_057545325.1_JCM35542_assembly01,Metschnikowia sp. TS-2026-2,JCM 38279,PRJDB40527,3696753,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia sp. TS-2026-2,1,F6F3B357
GCA_009756535.1_ASM975653v1,Metschnikowia sp. UFMG-CM-y6306,UFMG-CM-y6306,PRJNA312754,2654413,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia sp. UFMG-CM-y6306,1,F14AE8B4
GCA_009756565.1_ASM975656v1,Metschnikowia sp. UWOPS 03-167b3,UWOPS 03-167b3,PRJNA312754,2654412,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia sp. UWOPS 03-167b3,1,F2C9CBD4
GCA_030444905.1_ASM3044490v1,Metschnikowia sp. yHKB443,yHKB443,PRJNA736342,2923287,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia sp. yHKB443,1,F2CBBEC5
GCA_030444895.1_ASM3044489v1,Metschnikowia sp. yHMJ9,yHMJ9,PRJNA736342,2897819,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia sp. yHMJ9,1,FC4FCBCD
GCA_030578455.1_ASM3057845v1,Metschnikowia sp. yHQL527,yHQL527,PRJNA736342,2897820,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia sp. yHQL527,1,FF39AAFB
GCA_002893725.1_ASM289372v1,Metschnikowia torresii,CBS 5152,PRJNA411829,45599,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia torresii,1,F46176B7
GCA_030582935.1_ASM3058293v1,Metschnikowia torresii,NRRL Y-6699T,PRJNA736342,45599,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia torresii,1,F0AE89B6
GCA_030583145.1_ASM3058314v1,Metschnikowia vanudenii,NRRL Y-17036,PRJNA736342,299329,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia vanudenii,1,FF688074
GCA_030556725.1_ASM3055672v1,Metschnikowia viticola,NRRL Y-48693 T,PRJNA736342,280790,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia viticola,1,FDDCE603
GCA_939531405.1_gsMetZobe1.1,Metschnikowia zobellii,,PRJEB40665;PRJEB43510;PRJEB43745;PRJEB52022;PRJEB52419;PRJNA533106,27328,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia zobellii,1,F46F597B
GCA_030572635.1_ASM3057263v1,Metschnikowia zobellii,NRRL Y-5387,PRJNA736342,27328,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia zobellii,1,F877419F
GCA_030564485.1_ASM3056448v1,Meyerozyma athensensis,NRRL Y-27644,PRJNA736342,304220,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Debaryomycetaceae,Meyerozyma,Meyerozyma athensensis,12,F0DF389C
GCA_900231965.1_Meycar_Culqui,Meyerozyma caribbica,,PRJEB22044,66948,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Debaryomycetaceae,Meyerozyma,Meyerozyma caribbica,12,F03FAA50
GCA_023623335.1_ASM2362333v1,Meyerozyma caribbica,B8028,PRJNA833221,66948,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Debaryomycetaceae,Meyerozyma,Meyerozyma caribbica,12,FDB230DD
GCA_027475045.1_ASM2747504v1,Meyerozyma caribbica,MC5703,PRJNA887956,66948,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Debaryomycetaceae,Meyerozyma,Meyerozyma caribbica,12,F9065FA2
GCA_000755205.1_ASM75520v1,Meyerozyma caribbica MG20W,MG20W,PRJDA73189,1091232,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Debaryomycetaceae,Meyerozyma,Meyerozyma caribbica,12,F10EF4BC
GCA_003707125.3_ASM370712v3,Meyerozyma caribbica,NRRL Y-27274,PRJNA736342,66948,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Debaryomycetaceae,Meyerozyma,Meyerozyma caribbica,12,F0C30DFF
GCA_023623325.1_ASM2362332v1,Meyerozyma caribbica,PYS2905,PRJNA833221,66948,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Debaryomycetaceae,Meyerozyma,Meyerozyma caribbica,12,FE7A137F
GCA_001599235.1_JCM_9396_assembly_v001,Meyerozyma carpophila,JCM 9396,PRJDB3556;PRJDB3618,374178,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Debaryomycetaceae,Meyerozyma,Meyerozyma carpophila,12,F2DA2E8A
GCA_050947955.1_ASM5094795v1,Meyerozyma carpophila,M6.0.2,PRJNA1258570,374178,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Debaryomycetaceae,Meyerozyma,Meyerozyma carpophila,12,F0107772
GCA_030573695.1_ASM3057369v1,Meyerozyma carpophila,NRRL Y-17905,PRJNA736342,374178,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Debaryomycetaceae,Meyerozyma,Meyerozyma carpophila,12,F7269202
GCA_030574335.1_ASM3057433v1,Meyerozyma elateridarum,NRRL Y-27647,PRJNA736342,304224,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Debaryomycetaceae,Meyerozyma,Meyerozyma elateridarum,12,F9A88319
GCA_900174495.1_MGUIL.PP1,Meyerozyma guilliermondii,,PRJEB20099,4929,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Debaryomycetaceae,Meyerozyma,Meyerozyma guilliermondii,12,FECADCDD
GCA_022315155.1_M_gui_A3,Meyerozyma guilliermondii,A3,PRJNA796429,4929,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Debaryomycetaceae,Meyerozyma,Meyerozyma guilliermondii,12,FD34A75C
GCA_037116185.1_ASAG_Mgui_2.4,Meyerozyma guilliermondii,AF01,PRJNA1069601,4929,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Debaryomycetaceae,Meyerozyma,Meyerozyma guilliermondii,12,FA6DB04E
GCA_037074785.1_ASM3707478v1,Meyerozyma guilliermondii,AKS5,PRJNA1014375,4929,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Debaryomycetaceae,Meyerozyma,Meyerozyma guilliermondii,12,F3225A6D
GCA_051546255.1_ASM5154625v1,Meyerozyma guilliermondii,ATCC 6260,PRJNA952656,4929,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Debaryomycetaceae,Meyerozyma,Meyerozyma guilliermondii,12,F457A4B6
GCA_018105795.1_HGU_Mgui_B144,Meyerozyma guilliermondii,B144,PRJNA658069,4929,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Debaryomycetaceae,Meyerozyma,Meyerozyma guilliermondii,12,FE19BDA6
GCA_041498835.1_ASM4149883v1,Meyerozyma guilliermondii,Fil1_Euk1,PRJNA1147926,4929,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Debaryomycetaceae,Meyerozyma,Meyerozyma guilliermondii,12,F99847CA
GCA_020662405.1_ASM2066240v1,Meyerozyma guilliermondii,GXDK6,PRJNA752222,4929,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Debaryomycetaceae,Meyerozyma,Meyerozyma guilliermondii,12,F4D2A74B
GCA_052814535.1_ASM5281453v1,Meyerozyma guilliermondii,Karbala-1-A5,PRJNA1301434,4929,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Debaryomycetaceae,Meyerozyma,Meyerozyma guilliermondii,12,FF2CC12C
GCA_052814525.1_ASM5281452v1,Meyerozyma guilliermondii,Karbala-1-A6,PRJNA1301434,4929,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Debaryomycetaceae,Meyerozyma,Meyerozyma guilliermondii,12,F86B348A
GCA_030573775.1_ASM3057377v1,Meyerozyma guilliermondii,NRRL Y-2075,PRJNA736342,4929,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Debaryomycetaceae,Meyerozyma,Meyerozyma guilliermondii,12,F7443BC4
GCA_024499945.1_ASM2449994v1,Meyerozyma guilliermondii,OYA12,PRJNA791479,4929,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Debaryomycetaceae,Meyerozyma,Meyerozyma guilliermondii,12,FCEE600A
GCA_053455595.1_ASM5345559v1,Meyerozyma guilliermondii,PK01,PRJNA1237582,4929,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Debaryomycetaceae,Meyerozyma,Meyerozyma guilliermondii,12,FA1F5C28
GCA_008000345.1_ASM800034v1,Meyerozyma guilliermondii,RP-YS-11,PRJNA559974,4929,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Debaryomycetaceae,Meyerozyma,Meyerozyma guilliermondii,12,F6BC8856
GCA_008062615.2_ASM806261v2,Meyerozyma guilliermondii,SO,PRJNA547962,4929,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Debaryomycetaceae,Meyerozyma,Meyerozyma guilliermondii,12,FA3CEF02
GCA_055724125.1_ASM5572412v1,Meyerozyma guilliermondii,UNSW_COCOA_01,PRJNA1367795,4929,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Debaryomycetaceae,Meyerozyma,Meyerozyma guilliermondii,12,F9C4AE5E
GCA_900500645.1_M.guilliermondii.V1,Meyerozyma guilliermondii,W2,PRJEB27464,4929,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Debaryomycetaceae,Meyerozyma,Meyerozyma guilliermondii,12,F4B2CAB2
GCA_025766395.1_ASM2576639v1,Meyerozyma guilliermondii,X1902-2,PRJNA833221,4929,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Debaryomycetaceae,Meyerozyma,Meyerozyma guilliermondii,12,F52EEDEC
GCA_009756405.1_ASM975640v1,Meyerozyma guilliermondii,YLG18,PRJNA561020,4929,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Debaryomycetaceae,Meyerozyma,Meyerozyma guilliermondii,12,FEE0BFC1
GCA_053894995.1_MIKTER_YS34,Meyerozyma guilliermondii,YS34,PRJNA1377914,4929,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Debaryomycetaceae,Meyerozyma,Meyerozyma guilliermondii,12,FC236764
GCA_030570235.1_ASM3057023v1,Meyerozyma smithsonii,NRRL Y-27642,PRJNA736342,304223,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Debaryomycetaceae,Meyerozyma,Meyerozyma smithsonii,12,F1841F0D
GCA_003676015.1_ASM367601v1,Meyerozyma sp. JA9,JA9,PRJNA385175,2028340,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Debaryomycetaceae,Meyerozyma,Meyerozyma sp. JA9,12,F09DB95C
GCA_964256875.1_public_SRR14722304_metabat2_bin.6,Micareopsis irriguata,,PRJEB77567,2840267,dikarya,Ascomycota,,Lecanoromycetes,,Lecanorales,Ramalinaceae,Micareopsis,Micareopsis irriguata,1,F502F382
GCA_030271035.1_ASM3027103v1,Microascus cirrosus,SZ 2021,PRJNA835605,5595,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Microascaceae,Microascus,Microascus cirrosus,1,F8EE14B7
GCA_042186575.1_Theste1,Microascus stellatus,CBS 241.64,PRJNA1065429,2075419,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Microascaceae,Microascus,Microascus stellatus,1,FC89F027
GCA_033819885.2_DUKE_Aeri_2.0,Microbotryomycetes sp. JL201,JL201,PRJNA892096,2987684,dikarya,Basidiomycota,,Microbotryomycetes,,,,,Microbotryomycetes sp. JL201,1,F142BBA5
GCA_033819875.2_DUKE_Acar_2.0,Microbotryomycetes sp. JL221,JL221,PRJNA892096,2987685,dikarya,Basidiomycota,,Microbotryomycetes,,,,,Microbotryomycetes sp. JL221,1,F45B90AC
GCA_052696405.1_DUKE_Asor_1.0,Microbotryomycetes sp. NB124-2,NB124-2,PRJNA892096,3399661,dikarya,Basidiomycota,,Microbotryomycetes,,,,,Microbotryomycetes sp. NB124-2,1,FC34D398
GCA_900096595.1_Microbotrium_Intermedium_Assembly,Microbotryum intermedium,,PRJEB15277,269621,dikarya,Basidiomycota,,Microbotryomycetes,,Microbotryales,Microbotryaceae,Microbotryum,Microbotryum intermedium,1,FD981CDF
GCA_022702645.1_MinSalD,Microbotryum intermedium,1389,PRJNA744716,269621,dikarya,Basidiomycota,,Microbotryomycetes,,Microbotryales,Microbotryaceae,Microbotryum,Microbotryum intermedium,1,F5ACABFC
GCA_900008665.1_MvSl-Chernobyl-1106-1-G1,Microbotryum lychnidis-dioicae,,PRJEB11006,288795,dikarya,Basidiomycota,,Microbotryomycetes,,Microbotryales,Microbotryaceae,Microbotryum,Microbotryum lychnidis-dioicae,1,F6DA39A6
GCA_900015465.1_MvSl-1064-A1-R4,Microbotryum lychnidis-dioicae p1A1 Lamole,Lamole,PRJEB12080,683840,dikarya,Basidiomycota,,Microbotryomycetes,,Microbotryales,Microbotryaceae,Microbotryum,Microbotryum lychnidis-dioicae,1,F9A13FDA
GCA_001244265.2_MvSlA1A2r3c,Microbotryum lychnidis-dioicae p1A1 Lamole,MvSl-1064,PRJEB7910,683840,dikarya,Basidiomycota,,Microbotryomycetes,,Microbotryales,Microbotryaceae,Microbotryum,Microbotryum lychnidis-dioicae,1,F0D06474
GCA_003121365.1_MvSl-1318_A1,Microbotryum lychnidis-dioicae,MvSl-1318-A1,PRJNA437556,288795,dikarya,Basidiomycota,,Microbotryomycetes,,Microbotryales,Microbotryaceae,Microbotryum,Microbotryum lychnidis-dioicae,1,F5DF300A
GCA_003121355.1_MvSl-1318_A2,Microbotryum lychnidis-dioicae,MvSl-1318_A2,PRJNA437556,288795,dikarya,Basidiomycota,,Microbotryomycetes,,Microbotryales,Microbotryaceae,Microbotryum,Microbotryum lychnidis-dioicae,1,F4AFB045
GCA_000166175.1_M_violaceum_V1,Microbotryum lychnidis-dioicae p1A1 Lamole,p1A1 Lamole,PRJNA41281,683840,dikarya,Basidiomycota,,Microbotryomycetes,,Microbotryales,Microbotryaceae,Microbotryum,Microbotryum lychnidis-dioicae,1,FCB5EAED
GCA_900102585.1_MvSof1,Microbotryum saponariae,,PRJEB16016,289078,dikarya,Basidiomycota,,Microbotryomycetes,,Microbotryales,Microbotryaceae,Microbotryum,Microbotryum saponariae,1,F2C41512
GCA_900015975.1_MvSof-1268-A1-R1,Microbotryum saponariae,1268,PRJEB12080,289078,dikarya,Basidiomycota,,Microbotryomycetes,,Microbotryales,Microbotryaceae,Microbotryum,Microbotryum saponariae,1,F0C0E522
GCA_900015475.1_MvSof-1269-A2-R1,Microbotryum saponariae,1269,PRJEB12080,289078,dikarya,Basidiomycota,,Microbotryomycetes,,Microbotryales,Microbotryaceae,Microbotryum,Microbotryum saponariae,1,F913EC0A
GCA_022702605.1_MscKan2,Microbotryum scabiosae,1118,PRJNA744716,72745,dikarya,Basidiomycota,,Microbotryomycetes,,Microbotryales,Microbotryaceae,Microbotryum,Microbotryum scabiosae,1,FF00EFE6
GCA_049638985.1_Mscorzo-A1,Microbotryum scorzonerae,MH-a1,PRJNA1169769,72746,dikarya,Basidiomycota,,Microbotryomycetes,,Microbotryales,Microbotryaceae,Microbotryum,Microbotryum scorzonerae,1,F6F74B0F
GCA_049638945.1_Mscorzo-A2,Microbotryum scorzonerae,MH-a2,PRJNA1169769,72746,dikarya,Basidiomycota,,Microbotryomycetes,,Microbotryales,Microbotryaceae,Microbotryum,Microbotryum scorzonerae,1,F9840E80
GCA_049639125.1_Mv-cat-C212-A2,Microbotryum shykoffianum,C212,PRJNA1206994;PRJNA1250591,796603,dikarya,Basidiomycota,,Microbotryomycetes,,Microbotryales,Microbotryaceae,Microbotryum,Microbotryum shykoffianum,1,FB2FCE19
GCA_003665825.1_ASM366582v1,Microbotryum silenes-acaulis,1248,PRJNA437556,370302,dikarya,Basidiomycota,,Microbotryomycetes,,Microbotryales,Microbotryaceae,Microbotryum,Microbotryum silenes-acaulis,1,FD72C1DA
GCA_900120095.1_MsdSdi1,Microbotryum silenes-dioicae,,PRJEB16741,796604,dikarya,Basidiomycota,,Microbotryomycetes,,Microbotryales,Microbotryaceae,Microbotryum,Microbotryum silenes-dioicae,1,FF084EF5
GCA_014805725.1_ASM1480572v1,Microbotryum silenes-dioicae,1303,PRJNA437556,796604,dikarya,Basidiomycota,,Microbotryomycetes,,Microbotryales,Microbotryaceae,Microbotryum,Microbotryum silenes-dioicae,1,F37346FC
GCA_049639085.1_Mv-sup-1065-A1,Microbotryum superbum,1065-a1,PRJNA1169769,942086,dikarya,Basidiomycota,,Microbotryomycetes,,Microbotryales,Microbotryaceae,Microbotryum,Microbotryum superbum,1,F88650A0
GCA_049639065.1_Mv-sup-1065-A2,Microbotryum superbum,1065-a2,PRJNA1169769,942086,dikarya,Basidiomycota,,Microbotryomycetes,,Microbotryales,Microbotryaceae,Microbotryum,Microbotryum superbum,1,FE8756CC
GCA_049639005.1_MPbarcode50,Microbotryum superbum,6P-a1,PRJNA1169769,942086,dikarya,Basidiomycota,,Microbotryomycetes,,Microbotryales,Microbotryaceae,Microbotryum,Microbotryum superbum,1,F41D7F02
GCA_022506005.1_ASM2250600v1,Microbotryum violaceum,01299_a1,PRJNA771266,5272,dikarya,Basidiomycota,,Microbotryomycetes,,Microbotryales,Microbotryaceae,Microbotryum,Microbotryum violaceum,1,F712C0DC
GCA_022505985.1_ASM2250598v1,Microbotryum violaceum,01299_a2,PRJNA771266,5272,dikarya,Basidiomycota,,Microbotryomycetes,,Microbotryales,Microbotryaceae,Microbotryum,Microbotryum violaceum,1,FF8C9F39
GCA_022506095.1_ASM2250609v1,Microbotryum violaceum,01509_a1,PRJNA771266,5272,dikarya,Basidiomycota,,Microbotryomycetes,,Microbotryales,Microbotryaceae,Microbotryum,Microbotryum violaceum,1,F7F78311
GCA_022506105.1_ASM2250610v1,Microbotryum violaceum,01509_a2,PRJNA771266,5272,dikarya,Basidiomycota,,Microbotryomycetes,,Microbotryales,Microbotryaceae,Microbotryum,Microbotryum violaceum,1,F693C94F
GCA_022506055.1_ASM2250605v1,Microbotryum violaceum,01510_a1,PRJNA771266,5272,dikarya,Basidiomycota,,Microbotryomycetes,,Microbotryales,Microbotryaceae,Microbotryum,Microbotryum violaceum,1,F770BA38
GCA_022506025.1_ASM2250602v1,Microbotryum violaceum,01510_a2,PRJNA771266,5272,dikarya,Basidiomycota,,Microbotryomycetes,,Microbotryales,Microbotryaceae,Microbotryum,Microbotryum violaceum,1,FFCD4A9F
GCA_022505995.1_ASM2250599v1,Microbotryum violaceum,01516_a1,PRJNA771266,5272,dikarya,Basidiomycota,,Microbotryomycetes,,Microbotryales,Microbotryaceae,Microbotryum,Microbotryum violaceum,1,F2188BBF
GCA_022506015.1_ASM2250601v1,Microbotryum violaceum,01516_a2,PRJNA771266,5272,dikarya,Basidiomycota,,Microbotryomycetes,,Microbotryales,Microbotryaceae,Microbotryum,Microbotryum violaceum,1,F443D62D
GCA_900008855.1_MvKn-1118-A1-R1,Microbotryum violaceum,1118,PRJEB12080,5272,dikarya,Basidiomycota,,Microbotryomycetes,,Microbotryales,Microbotryaceae,Microbotryum,Microbotryum violaceum,1,F098A25C
GCA_900009495.1_MvLf-1247-A1-R1-20151027,Microbotryum violaceum,1247,PRJEB12080,5272,dikarya,Basidiomycota,,Microbotryomycetes,,Microbotryales,Microbotryaceae,Microbotryum,Microbotryum violaceum,1,F94CEE97
GCA_900015425.1_MvSn-1249-A1-R1,Microbotryum violaceum,1249,PRJEB12080,5272,dikarya,Basidiomycota,,Microbotryomycetes,,Microbotryales,Microbotryaceae,Microbotryum,Microbotryum violaceum,1,F0C92582
GCA_900014955.1_MvCa-1250-A2-R1,Microbotryum violaceum,1250,PRJEB12080,5272,dikarya,Basidiomycota,,Microbotryomycetes,,Microbotryales,Microbotryaceae,Microbotryum,Microbotryum violaceum,1,F76B9813
GCA_900015485.1_MvSp-1252-A2-R1,Microbotryum violaceum,1252,PRJEB12080,5272,dikarya,Basidiomycota,,Microbotryomycetes,,Microbotryales,Microbotryaceae,Microbotryum,Microbotryum violaceum,1,F66A7F9D
GCA_900013405.1_MvSv-1253-A2-R1,Microbotryum violaceum,1253,PRJEB12080,5272,dikarya,Basidiomycota,,Microbotryomycetes,,Microbotryales,Microbotryaceae,Microbotryum,Microbotryum violaceum,1,F9D3D75C
GCA_900011735.1_MvSco-1296-1T-A2-R1,Microbotryum violaceum,1296,PRJEB12080,5272,dikarya,Basidiomycota,,Microbotryomycetes,,Microbotryales,Microbotryaceae,Microbotryum,Microbotryum violaceum,1,FF1D4BAD
GCA_022702565.1_MviSta2,Microbotryum violaceum,1400,PRJNA744716,5272,dikarya,Basidiomycota,,Microbotryomycetes,,Microbotryales,Microbotryaceae,Microbotryum,Microbotryum violaceum,1,FBE34958
GCA_009602455.1_MvCa-Vir-1441-A1-R1,Microbotryum violaceum,Mv_1441,PRJNA574009,5272,dikarya,Basidiomycota,,Microbotryomycetes,,Microbotryales,Microbotryaceae,Microbotryum,Microbotryum violaceum,1,FB649229
GCA_024112705.1_ASM2411270v1,Microcera coccophila,CBS 310.34,PRJNA826070,1053151,dikarya,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Microcera,Microcera coccophila,1,F029BB50
GCA_045529285.1_TL_ML_CBS738.79,Microcera larvarum,CBS 738.79,PRJNA1161838,1053158,dikarya,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Microcera,Microcera larvarum,1,FD559E38
GCA_002786065.1_ASM278606v1,Microcyclospora pomicola,SP1-49Fa,PRJNA385672,766055,dikarya,Ascomycota,,Dothideomycetes,,Capnodiales,,Microcyclospora,Microcyclospora pomicola,1,F0BFFC0E
GCA_003012245.1_Microcyclospora_tardicrescens_HJS1936_MTARD_contigs,Microcyclospora tardicrescens,HJS1936,PRJNA374046,766056,dikarya,Ascomycota,,Dothideomycetes,,Capnodiales,,Microcyclospora,Microcyclospora tardicrescens,1,FE6304B6
GCA_002785985.1_ASM278598v1,Microcyclosporella mali,UMD1a,PRJNA385672,766057,dikarya,Ascomycota,,Dothideomycetes,,Mycosphaerellales,Mycosphaerellaceae,Microcyclosporella,Microcyclosporella mali,1,FDD425EC
GCA_001566295.1_Microdochium_bolleyi_v1.0,Microdochium bolleyi,J235TASD1,PRJNA308023,196109,dikarya,Ascomycota,,Sordariomycetes,,Xylariales,Microdochiaceae,Microdochium,Microdochium bolleyi,1,F47DCC53
GCA_977970195.2_Microdochium_majus_231095_genome_v2,Microdochium majus,,PRJEB105225,647655,dikarya,Ascomycota,,Sordariomycetes,,Xylariales,Microdochiaceae,Microdochium,Microdochium majus,1,F02EF989
GCA_977970205.2_Microdochium_nivale_231047_genome_v2,Microdochium nivale,,PRJEB105225,5520,dikarya,Ascomycota,,Sordariomycetes,,Xylariales,Microdochiaceae,Microdochium,Microdochium nivale,1,FCDA2799
GCA_026745475.1_ASM2674547v1,Microdochium nivale,F00608,PRJNA808256,5520,dikarya,Ascomycota,,Sordariomycetes,,Xylariales,Microdochiaceae,Microdochium,Microdochium nivale,1,FA5896EE
GCA_031142775.1_ASM3114277v1,Microdochium paspali,I16,PRJNA1003906,1501415,dikarya,Ascomycota,,Sordariomycetes,,Xylariales,Microdochiaceae,Microdochium,Microdochium paspali,1,F99EB3F7
GCF_020744255.1_Mictri1,Microdochium trichocladiopsis,MPI-CAGE-CH-0230,PRJNA370119,1682393,dikarya,Ascomycota,,Sordariomycetes,,Xylariales,Microdochiaceae,Microdochium,Microdochium trichocladiopsis,1,FEB1B383
GCA_032191455.1_ICIPE_MspMB_1.0,Microsporidia sp. MB,AHL03,PRJNA1013785,2715920,microsporidia,Microsporidia,,,,,,,Microsporidia sp. MB,1,FF4D0B6E
GCA_049634765.1_KEMRI_ICIPE_Tes0708gam,Microsporidia sp. MB,BSAL01234,PRJNA1242000,2715920,microsporidia,Microsporidia,,,,,,,Microsporidia sp. MB,1,FFC05C11
GCA_049634785.1_KEMRI_ICIPE_Tes094gam,Microsporidia sp. MB,BSALO12345,PRJNA1242000,2715920,microsporidia,Microsporidia,,,,,,,Microsporidia sp. MB,1,FC2C59FA
GCA_050230985.1_KEMRI_ICIPE_ABN394,Microsporidia sp. MB,BUSABN394_1.0,PRJNA1242000,2715920,microsporidia,Microsporidia,,,,,,,Microsporidia sp. MB,1,FD7D6C1A
